epoch,set_acc,macro_f1,set_mae,qwk,lr,val_n,const_set_mae,const_loa_mae,const_set_acc,const_loa_acc,pdconst_set_mae,pdconst_set_acc,pdconst_oracle_set_mae,pdconst_n_drivers,mae_argmax,acc_argmax,mae_median,acc_median,pred_loa0,pred_loa1,pred_loa2,pred_loa3,pred_loa4,init_set_mae,init_set_acc,selectable
0,0.18685121107266436,0.11961965983661442,1.4186851211072664,0.0647179287871088,0.0003378995433789954,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.5570934256055364,0.40484429065743943,1.4186851211072664,0.18685121107266436,26,193,67,3,0,1.57439446366782,0.2906574394463668,0
1,0.1522491349480969,0.12366111038052188,1.342560553633218,0.21995621119127096,0.0006712328767123288,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.4083044982698962,0.41522491349480967,1.342560553633218,0.1522491349480969,24,133,90,41,1,1.57439446366782,0.2906574394463668,0
2,0.29411764705882354,0.2959427064177215,1.2249134948096885,0.3210813545845531,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.494809688581315,0.4013840830449827,1.2249134948096885,0.29411764705882354,12,70,97,72,38,1.57439446366782,0.2906574394463668,0
3,0.3044982698961938,0.292906125304343,1.1314878892733564,0.39637808534838026,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.2041522491349481,0.4429065743944637,1.1314878892733564,0.3044982698961938,38,113,72,27,39,1.57439446366782,0.2906574394463668,1
4,0.3356401384083045,0.34118446708578987,1.1003460207612457,0.4347370426829268,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.1314878892733564,0.4532871972318339,1.1003460207612457,0.3356401384083045,35,99,71,33,51,1.57439446366782,0.2906574394463668,1
5,0.40484429065743943,0.40543851273627646,1.055363321799308,0.44101773323053195,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0968858131487889,0.4809688581314879,1.055363321799308,0.40484429065743943,37,91,54,49,58,1.57439446366782,0.2906574394463668,1
6,0.39792387543252594,0.4001843574277445,1.1314878892733564,0.37341395166606217,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0968858131487889,0.49480968858131485,1.1314878892733564,0.39792387543252594,45,85,51,54,54,1.57439446366782,0.2906574394463668,1
7,0.4083044982698962,0.4203299557634697,1.0968858131487889,0.4013939367363205,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0934256055363323,0.4809688581314879,1.0968858131487889,0.4083044982698962,51,85,49,43,61,1.57439446366782,0.2906574394463668,1
8,0.4117647058823529,0.3972860555754463,1.207612456747405,0.3835167850858684,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.2110726643598615,0.4532871972318339,1.207612456747405,0.4117647058823529,35,64,33,64,93,1.57439446366782,0.2906574394463668,1
9,0.4429065743944637,0.4307220650599799,1.1245674740484428,0.3971263992728977,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.1072664359861593,0.5017301038062284,1.1245674740484428,0.4429065743944637,51,67,51,41,79,1.57439446366782,0.2906574394463668,1
10,0.5017301038062284,0.4914875069313164,0.9550173010380623,0.4986676432464209,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0380622837370241,0.5051903114186851,0.9550173010380623,0.5017301038062284,92,64,41,31,61,1.57439446366782,0.2906574394463668,1
11,0.44982698961937717,0.4347670551065234,1.1107266435986158,0.408414690292649,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.1245674740484428,0.47058823529411764,1.1107266435986158,0.44982698961937717,57,61,44,46,81,1.57439446366782,0.2906574394463668,1
12,0.46366782006920415,0.4530233131814169,1.1245674740484428,0.40333392807075663,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.1453287197231834,0.4809688581314879,1.1245674740484428,0.46366782006920415,70,54,41,44,80,1.57439446366782,0.2906574394463668,1
13,0.5086505190311419,0.5075999493977023,1.0207612456747406,0.4511386908483985,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0622837370242215,0.5086505190311419,1.0207612456747406,0.5086505190311419,73,58,37,42,79,1.57439446366782,0.2906574394463668,1
14,0.4844290657439446,0.47771286559258125,1.1176470588235294,0.38729406717192805,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.1072664359861593,0.5017301038062284,1.1176470588235294,0.4844290657439446,71,59,32,41,86,1.57439446366782,0.2906574394463668,1
15,0.5051903114186851,0.4989265195630629,0.9584775086505191,0.4976496228972065,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,0.9480968858131488,0.5536332179930796,0.9584775086505191,0.5051903114186851,75,59,43,47,65,1.57439446366782,0.2906574394463668,1
16,0.5224913494809689,0.49637989646287883,0.9792387543252595,0.46511694381123203,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0173010380622838,0.532871972318339,0.9792387543252595,0.5224913494809689,87,63,45,23,71,1.57439446366782,0.2906574394463668,1
17,0.5086505190311419,0.4981410486960719,0.9930795847750865,0.4835647654802696,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,0.9619377162629758,0.5294117647058824,0.9930795847750865,0.5086505190311419,97,46,36,46,64,1.57439446366782,0.2906574394463668,1
18,0.5051903114186851,0.5105424358922811,1.0830449826989619,0.40043573891745254,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.1384083044982698,0.48788927335640137,1.0830449826989619,0.5051903114186851,65,63,35,41,85,1.57439446366782,0.2906574394463668,1
19,0.4671280276816609,0.47171415120986726,1.1280276816608996,0.3767931144405482,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.1280276816608996,0.47750865051903113,1.1280276816608996,0.4671280276816609,68,51,47,42,81,1.57439446366782,0.2906574394463668,1
20,0.47058823529411764,0.44901631965455213,1.1245674740484428,0.4131656408884131,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.1349480968858132,0.47750865051903113,1.1245674740484428,0.47058823529411764,65,46,47,35,96,1.57439446366782,0.2906574394463668,1
21,0.5051903114186851,0.4925467011035927,1.0242214532871972,0.4364914020375765,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0311418685121108,0.5224913494809689,1.0242214532871972,0.5051903114186851,88,50,44,42,65,1.57439446366782,0.2906574394463668,1
22,0.5155709342560554,0.5011901955517641,1.065743944636678,0.431171025633884,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.1038062283737025,0.5051903114186851,1.065743944636678,0.5155709342560554,78,47,38,51,75,1.57439446366782,0.2906574394463668,1
23,0.5397923875432526,0.5292378701047713,0.9515570934256056,0.48004501426791535,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,0.9653979238754326,0.5536332179930796,0.9515570934256056,0.5397923875432526,77,60,48,28,76,1.57439446366782,0.2906574394463668,1
24,0.5086505190311419,0.5143373390741812,1.0449826989619377,0.4191721028396008,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0519031141868511,0.5190311418685121,1.0449826989619377,0.5086505190311419,84,53,43,45,64,1.57439446366782,0.2906574394463668,1
25,0.5155709342560554,0.5025004414283829,1.0380622837370241,0.4390313752943422,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0346020761245676,0.5259515570934256,1.0380622837370241,0.5155709342560554,96,50,28,42,73,1.57439446366782,0.2906574394463668,1
26,0.5051903114186851,0.4999139794989748,0.9826989619377162,0.46301489405512475,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,0.9826989619377162,0.5224913494809689,0.9826989619377162,0.5051903114186851,81,60,48,39,61,1.57439446366782,0.2906574394463668,1
27,0.5051903114186851,0.5057187360925679,1.013840830449827,0.4698030871903982,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0346020761245676,0.5086505190311419,1.013840830449827,0.5051903114186851,65,57,36,48,83,1.57439446366782,0.2906574394463668,1
28,0.5467128027681661,0.5338483355699933,0.9238754325259516,0.5320433565520146,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,0.9273356401384083,0.5432525951557093,0.9238754325259516,0.5467128027681661,88,60,23,37,81,1.57439446366782,0.2906574394463668,1
29,0.4982698961937716,0.47379426735895375,1.0311418685121108,0.4654506669546903,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0173010380622838,0.5121107266435986,1.0311418685121108,0.4982698961937716,72,57,35,33,92,1.57439446366782,0.2906574394463668,1
30,0.5017301038062284,0.4972082472082472,0.9896193771626297,0.4843183534743203,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,0.9792387543252595,0.5155709342560554,0.9896193771626297,0.5017301038062284,57,61,37,54,80,1.57439446366782,0.2906574394463668,1
