epoch,set_acc,macro_f1,set_mae,qwk,lr,val_n,const_set_mae,const_loa_mae,const_set_acc,const_loa_acc,pdconst_set_mae,pdconst_set_acc,pdconst_oracle_set_mae,pdconst_n_drivers,mae_argmax,acc_argmax,mae_median,acc_median,pred_loa0,pred_loa1,pred_loa2,pred_loa3,pred_loa4,init_set_mae,init_set_acc,selectable
0,0.3737024221453287,0.19831337940581636,1.6505190311418685,0.1291224248297569,0.0003378995433789954,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.6505190311418685,0.3737024221453287,1.4325259515570934,0.14186851211072665,192,14,2,3,78,1.9065743944636677,0.16262975778546712,0
1,0.41522491349480967,0.25543583807022585,1.5363321799307958,0.1599430272779746,0.0006712328767123288,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.5363321799307958,0.41522491349480967,1.3079584775086506,0.21107266435986158,207,17,5,2,58,1.9065743944636677,0.16262975778546712,0
2,0.4740484429065744,0.38716356382348616,1.28719723183391,0.2811387587564712,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.28719723183391,0.4740484429065744,1.1730103806228374,0.31833910034602075,187,24,18,13,47,1.9065743944636677,0.16262975778546712,0
3,0.4083044982698962,0.33624063929751136,1.3321799307958477,0.27121676834009023,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.3321799307958477,0.4083044982698962,1.221453287197232,0.3356401384083045,104,31,66,3,85,1.9065743944636677,0.16262975778546712,1
4,0.4671280276816609,0.43583484644136705,1.221453287197232,0.33760499700240465,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.221453287197232,0.4671280276816609,1.1453287197231834,0.370242214532872,103,51,25,18,92,1.9065743944636677,0.16262975778546712,1
5,0.5051903114186851,0.45784601990288615,1.2249134948096885,0.3345511859193583,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.2249134948096885,0.5051903114186851,1.0899653979238755,0.4532871972318339,140,30,15,27,77,1.9065743944636677,0.16262975778546712,1
6,0.5743944636678201,0.554401966781042,0.9411764705882353,0.4937264374562612,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,0.9411764705882353,0.5743944636678201,0.9377162629757786,0.5051903114186851,125,35,30,37,62,1.9065743944636677,0.16262975778546712,1
7,0.5605536332179931,0.5299253524253524,0.9792387543252595,0.4914186003562051,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,0.9792387543252595,0.5605536332179931,0.9757785467128027,0.4982698961937716,118,36,19,29,87,1.9065743944636677,0.16262975778546712,1
8,0.5847750865051903,0.5285704850333153,0.903114186851211,0.5268125905830763,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,0.903114186851211,0.5847750865051903,0.8685121107266436,0.5467128027681661,130,28,40,13,78,1.9065743944636677,0.16262975778546712,1
9,0.5640138408304498,0.5256427789448695,0.9653979238754326,0.4992160035046703,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,0.9653979238754326,0.5640138408304498,0.9757785467128027,0.5190311418685121,109,36,35,21,88,1.9065743944636677,0.16262975778546712,1
10,0.5155709342560554,0.4696645708062198,1.1453287197231834,0.40018420737207994,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.1453287197231834,0.5155709342560554,1.0726643598615917,0.5224913494809689,135,27,15,31,81,1.9065743944636677,0.16262975778546712,1
