epoch,set_acc,macro_f1,set_mae,qwk,lr,val_n,const_set_mae,const_loa_mae,const_set_acc,const_loa_acc,pdconst_set_mae,pdconst_set_acc,pdconst_oracle_set_mae,pdconst_n_drivers,mae_argmax,acc_argmax,mae_median,acc_median,pred_loa0,pred_loa1,pred_loa2,pred_loa3,pred_loa4,init_set_mae,init_set_acc,selectable
0,0.4013840830449827,0.24783102868583615,1.4567474048442905,0.16641788532115231,0.0003378995433789954,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.4567474048442905,0.4013840830449827,1.3737024221453287,0.21453287197231835,215,39,0,6,29,1.42560553633218,0.1903114186851211,0
1,0.45674740484429066,0.3463713985819249,1.2837370242214532,0.355243436981062,0.0006712328767123288,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.2837370242214532,0.45674740484429066,1.179930795847751,0.27335640138408307,126,29,16,15,103,1.42560553633218,0.1903114186851211,0
2,0.3806228373702422,0.30160884019051265,1.5432525951557095,0.09025368726226701,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.5432525951557095,0.3806228373702422,1.3494809688581315,0.20761245674740483,164,52,10,16,47,1.42560553633218,0.1903114186851211,0
3,0.4359861591695502,0.37021241709786606,1.231833910034602,0.3291633025590619,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.231833910034602,0.4359861591695502,1.1591695501730104,0.3460207612456747,118,44,38,5,84,1.42560553633218,0.1903114186851211,1
4,0.4809688581314879,0.4337362637362637,1.1280276816608996,0.35887855705058447,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.1280276816608996,0.4809688581314879,1.0968858131487889,0.36678200692041524,165,34,28,25,37,1.42560553633218,0.1903114186851211,1
5,0.5121107266435986,0.47971912885698825,1.0899653979238755,0.42636609519293955,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0899653979238755,0.5121107266435986,1.0968858131487889,0.38408304498269896,77,43,47,14,108,1.42560553633218,0.1903114186851211,1
6,0.5190311418685121,0.46596215822336695,1.0103806228373702,0.47030125515494026,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0103806228373702,0.5190311418685121,1.0034602076124568,0.4186851211072664,135,26,50,10,68,1.42560553633218,0.1903114186851211,1
7,0.5017301038062284,0.46299132531383497,1.0311418685121108,0.49130203324632504,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0311418685121108,0.5017301038062284,0.9653979238754326,0.4844290657439446,103,42,20,35,89,1.42560553633218,0.1903114186851211,1
8,0.4532871972318339,0.39465900802732634,1.1903114186851211,0.3742950430394776,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.1903114186851211,0.4532871972318339,1.1141868512110726,0.4290657439446367,130,33,25,28,73,1.42560553633218,0.1903114186851211,1
9,0.5155709342560554,0.4749354334196876,0.9550173010380623,0.471130543163226,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,0.9550173010380623,0.5155709342560554,0.9515570934256056,0.47750865051903113,122,57,52,12,46,1.42560553633218,0.1903114186851211,1
10,0.4982698961937716,0.46369537033400815,1.0173010380622838,0.47921720031730164,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0173010380622838,0.4982698961937716,0.9826989619377162,0.47750865051903113,88,40,39,48,74,1.42560553633218,0.1903114186851211,1
11,0.5086505190311419,0.46265157900812987,1.0034602076124568,0.455530582758067,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0034602076124568,0.5086505190311419,0.9273356401384083,0.48788927335640137,129,52,38,17,53,1.42560553633218,0.1903114186851211,1
12,0.5294117647058824,0.46593371958185975,0.9480968858131488,0.5379487179487179,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,0.9480968858131488,0.5294117647058824,0.9273356401384083,0.5224913494809689,107,37,37,16,92,1.42560553633218,0.1903114186851211,1
13,0.48788927335640137,0.4695423000887645,1.0761245674740485,0.43183539885795363,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0761245674740485,0.48788927335640137,1.0484429065743945,0.48788927335640137,76,57,34,40,82,1.42560553633218,0.1903114186851211,1
14,0.4429065743944637,0.4085422917231315,1.207612456747405,0.3211475130128293,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.207612456747405,0.4429065743944637,1.1695501730103806,0.4429065743944637,141,47,35,16,50,1.42560553633218,0.1903114186851211,1
15,0.5155709342560554,0.4962295164703079,1.0311418685121108,0.4376952792137704,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0311418685121108,0.5155709342560554,1.0311418685121108,0.5086505190311419,88,46,40,50,65,1.42560553633218,0.1903114186851211,1
16,0.5017301038062284,0.45723527167580114,1.0519031141868511,0.45814763106552836,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0519031141868511,0.5017301038062284,1.0103806228373702,0.4844290657439446,99,57,29,22,82,1.42560553633218,0.1903114186851211,1
17,0.5259515570934256,0.48268519294317275,0.9100346020761245,0.5690877147117275,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,0.9100346020761245,0.5259515570934256,0.8788927335640139,0.5259515570934256,96,56,21,33,83,1.42560553633218,0.1903114186851211,1
18,0.5259515570934256,0.48412314367790393,0.9411764705882353,0.5362260058370734,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,0.9411764705882353,0.5259515570934256,0.9238754325259516,0.5121107266435986,106,49,31,20,83,1.42560553633218,0.1903114186851211,1
19,0.5155709342560554,0.4813205593968514,0.9688581314878892,0.4917546375755296,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,0.9688581314878892,0.5155709342560554,0.9619377162629758,0.5051903114186851,84,84,27,19,75,1.42560553633218,0.1903114186851211,1
20,0.4982698961937716,0.44582225670577635,1.0346020761245676,0.4728004116188783,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0346020761245676,0.4982698961937716,1.0242214532871972,0.4982698961937716,114,55,21,23,76,1.42560553633218,0.1903114186851211,1
21,0.4809688581314879,0.4638048115575998,1.1314878892733564,0.3946618512950787,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.1314878892733564,0.4809688581314879,1.1557093425605536,0.46366782006920415,79,45,42,39,84,1.42560553633218,0.1903114186851211,1
22,0.5190311418685121,0.49502089096849844,0.9792387543252595,0.48085904754301223,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,0.9792387543252595,0.5190311418685121,0.9377162629757786,0.5259515570934256,78,63,39,33,76,1.42560553633218,0.1903114186851211,1
23,0.47750865051903113,0.4503679039013725,1.1176470588235294,0.39375163344273056,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.1176470588235294,0.47750865051903113,1.0865051903114187,0.47750865051903113,98,57,25,41,68,1.42560553633218,0.1903114186851211,1
