epoch,set_acc,macro_f1,set_mae,qwk,lr,val_n,const_set_mae,const_loa_mae,const_set_acc,const_loa_acc,pdconst_set_mae,pdconst_set_acc,pdconst_oracle_set_mae,pdconst_n_drivers,mae_argmax,acc_argmax,mae_median,acc_median,pred_loa0,pred_loa1,pred_loa2,pred_loa3,pred_loa4,init_set_mae,init_set_acc,selectable
0,0.1903114186851211,0.1121756396301568,1.3875432525951557,0.040889240161782525,0.0003378995433789954,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.5813148788927336,0.4083044982698962,1.3875432525951557,0.1903114186851211,5,182,102,0,0,1.491349480968858,0.356401384083045,0
1,0.1972318339100346,0.14795067380217758,1.28719723183391,0.2152171673314397,0.0006712328767123288,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.4498269896193772,0.42560553633217996,1.28719723183391,0.1972318339100346,26,129,109,24,1,1.491349480968858,0.356401384083045,0
2,0.2837370242214533,0.29094349145807596,1.2145328719723183,0.32296675676957365,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.3806228373702423,0.43944636678200694,1.2145328719723183,0.2837370242214533,14,85,93,72,25,1.491349480968858,0.356401384083045,0
3,0.35294117647058826,0.35034704400116157,1.231833910034602,0.31316130739711523,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.2629757785467128,0.4740484429065744,1.231833910034602,0.35294117647058826,44,64,65,61,55,1.491349480968858,0.356401384083045,1
4,0.4186851211072664,0.4205892192825882,0.986159169550173,0.4865484298758598,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0761245674740485,0.5259515570934256,0.986159169550173,0.4186851211072664,39,93,54,64,39,1.491349480968858,0.356401384083045,1
5,0.3944636678200692,0.38719092232001384,1.1107266435986158,0.3658939803327914,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0830449826989619,0.5155709342560554,1.1107266435986158,0.3944636678200692,49,88,69,36,47,1.491349480968858,0.356401384083045,1
6,0.4809688581314879,0.48302847839004637,0.9065743944636678,0.5120026254916179,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,0.9792387543252595,0.5224913494809689,0.9065743944636678,0.4809688581314879,61,81,57,39,51,1.491349480968858,0.356401384083045,1
7,0.4913494809688581,0.4848732659694351,0.8685121107266436,0.5585968741557465,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,0.8927335640138409,0.5536332179930796,0.8685121107266436,0.4913494809688581,75,75,61,36,42,1.491349480968858,0.356401384083045,1
8,0.46366782006920415,0.4498837093863598,1.0103806228373702,0.4752072595207866,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0207612456747406,0.5155709342560554,1.0103806228373702,0.46366782006920415,83,54,51,54,47,1.491349480968858,0.356401384083045,1
9,0.4463667820069204,0.4302125333790611,1.1072664359861593,0.42002865509206766,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.1107266435986158,0.5155709342560554,1.1072664359861593,0.4463667820069204,70,58,45,49,67,1.491349480968858,0.356401384083045,1
10,0.49480968858131485,0.4903745878035625,0.9584775086505191,0.49801151216756323,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,0.9377162629757786,0.5570934256055363,0.9584775086505191,0.49480968858131485,74,56,45,57,57,1.491349480968858,0.356401384083045,1
11,0.47750865051903113,0.44895715049305496,1.0311418685121108,0.4774765935975781,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.055363321799308,0.5051903114186851,1.0311418685121108,0.47750865051903113,72,53,42,45,77,1.491349480968858,0.356401384083045,1
12,0.47058823529411764,0.46054190263722256,1.055363321799308,0.44836006974510945,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0795847750865053,0.49480968858131485,1.055363321799308,0.47058823529411764,80,55,37,48,69,1.491349480968858,0.356401384083045,1
13,0.48788927335640137,0.47532521346664025,1.0588235294117647,0.42764299551509144,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0346020761245676,0.5363321799307958,1.0588235294117647,0.48788927335640137,83,61,44,34,67,1.491349480968858,0.356401384083045,1
14,0.4602076124567474,0.4463793244174976,1.1176470588235294,0.3821369106967425,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.1141868512110726,0.4913494809688581,1.1176470588235294,0.4602076124567474,67,52,46,58,66,1.491349480968858,0.356401384083045,1
15,0.4982698961937716,0.4618508405978778,1.0380622837370241,0.48132737476059295,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0519031141868511,0.5155709342560554,1.0380622837370241,0.4982698961937716,81,53,30,38,87,1.491349480968858,0.356401384083045,1
16,0.47058823529411764,0.45969144402623263,1.0588235294117647,0.4593326790067137,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.027681660899654,0.5017301038062284,1.0588235294117647,0.47058823529411764,70,63,34,38,84,1.491349480968858,0.356401384083045,1
17,0.5259515570934256,0.5129086884735249,0.9619377162629758,0.4986683259560949,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0,0.5224913494809689,0.9619377162629758,0.5259515570934256,68,52,48,44,77,1.491349480968858,0.356401384083045,1
18,0.4671280276816609,0.4551064463286201,1.166089965397924,0.3478116671032677,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.179930795847751,0.47058823529411764,1.166089965397924,0.4671280276816609,68,54,50,46,71,1.491349480968858,0.356401384083045,1
19,0.48788927335640137,0.4624344579615022,1.0588235294117647,0.4403802217805598,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.069204152249135,0.5051903114186851,1.0588235294117647,0.48788927335640137,83,46,45,40,75,1.491349480968858,0.356401384083045,1
20,0.46366782006920415,0.44912676969522,1.1038062283737025,0.41921249231363666,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.1176470588235294,0.48788927335640137,1.1038062283737025,0.46366782006920415,69,52,50,40,78,1.491349480968858,0.356401384083045,1
21,0.5294117647058824,0.5032400565366231,0.9307958477508651,0.5139328233398675,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,0.9653979238754326,0.5259515570934256,0.9307958477508651,0.5294117647058824,98,68,31,27,65,1.491349480968858,0.356401384083045,1
22,0.5017301038062284,0.4715923105009018,1.0519031141868511,0.4464284897940525,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.055363321799308,0.5190311418685121,1.0519031141868511,0.5017301038062284,89,42,40,42,76,1.491349480968858,0.356401384083045,1
23,0.4809688581314879,0.4758677257608694,1.0865051903114187,0.40561066847808147,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0726643598615917,0.5051903114186851,1.0865051903114187,0.4809688581314879,81,65,34,38,71,1.491349480968858,0.356401384083045,1
24,0.49480968858131485,0.46627230836478517,1.0449826989619377,0.45772300185311066,0.001,289,1.397923875432526,1,0.3737024221453287,0,1.2006920415224913,0.33217993079584773,1.065743944636678,12,1.0726643598615917,0.49480968858131485,1.0449826989619377,0.49480968858131485,93,53,37,36,70,1.491349480968858,0.356401384083045,1
