outer_lr,crop_frac,jitter_std,tau,fold,val_pids,seed,best_val_mae,smoothed_best_val_mae,best_epoch_smoothed,best_epoch_1se,metrics_epoch,epochs_run,val_qwk_at_best,val_acc_at_best,query_loss_first,query_loss_at_best,query_loss_last,query_loss_drop,inner_res_max,inner_unconverged_frac,val_set_mae_k5,val_set_mae_k10,val_set_mae_k15,val_set_mae_k20,val_set_mae_k25,val_set_mae_k30,val_set_mae_k35,val_set_mae_k40,val_set_mae_k45,val_set_mae_k50,val_set_mae_k55,val_set_mae_k60,val_set_acc_k5,val_set_acc_k10,val_set_acc_k15,val_set_acc_k20,val_set_acc_k25,val_set_acc_k30,val_set_acc_k35,val_set_acc_k40,val_set_acc_k45,val_set_acc_k50,val_set_acc_k55,val_set_acc_k60
0.0001,0.0,0.0,1.0,0,001|005,1,1.1226843825948387,1.1317447148219055,12,11,12,21,0.2850200898445345,0.4520135955702913,0.888944273069501,0.6245702602062374,0.5260226017516106,0.3629216713178903,0.00024639791809022427,0.03333333333333333,1.3876141761052248,1.2385964912280703,1.1722149410222804,1.1513461538461538,1.2415736310473153,1.2210401891252953,1.2202247191011235,1.2702380952380952,1.2024472573839662,1.157142857142857,0.7882943143812708,0.7671875,0.3154548776032152,0.4426634768740032,0.4360419397116645,0.4567307692307692,0.4392876129718235,0.4306146572104019,0.4268341044282882,0.4288690476190476,0.45021097046413505,0.46737451737451735,0.5472686733556299,0.5828125
0.0001,0.0,0.0,1.0,0,001|005,0,1.1380345944223424,1.1400136444408184,13,13,13,22,0.29958066650665904,0.4555527028518405,0.8724359689839184,0.6554313207603991,0.5478359283041209,0.32460004067979753,0.0002809449506457895,0.04363636363636364,1.4050054804530507,1.220574162679426,1.1392311052861512,1.1311538461538462,1.1944178628389155,1.1930260047281322,1.214342366159947,1.2139880952380953,1.2347679324894514,1.156756756756757,0.7900780379041249,0.7765625,0.31574716843259043,0.4606858054226475,0.4499781564001748,0.45692307692307693,0.46012759170653905,0.44728132387706854,0.4091870456047587,0.4413690476190476,0.4375527426160337,0.4677606177606178,0.5622073578595318,0.5578125
0.0001,0.2,0.02,1.0,0,001|005,1,1.0749767562398957,1.0839711879990075,17,16,17,27,0.3477857596062841,0.47113249522061934,0.9405677524581552,0.5959062808845192,0.5656409030553187,0.3749268494028365,0.00023631563817616552,0.03333333333333333,1.232553891121666,1.161483253588517,1.0873743993010048,1.0871153846153847,1.2045188729399254,1.17080378250591,1.1787838730998017,1.151190476190476,1.2014345991561182,1.0054054054054054,0.7729096989966555,0.7572916666666667,0.39298502009499453,0.478548644338118,0.46373962429008303,0.47615384615384615,0.45507708665603397,0.4528368794326241,0.4209517514871117,0.4601190476190476,0.45088607594936714,0.488030888030888,0.5554069119286511,0.5588541666666667
0.0003,0.0,0.0,1.0,0,001|005,1,1.0836707755000874,1.1155959403817222,8,6,8,17,0.32659208459970646,0.4609317959672583,0.8728050737828016,0.4986229223012924,0.3600237804185599,0.5127812933642417,0.00020859150390606374,0.03294117647058824,1.2758860065765436,1.1710526315789473,1.1729139362166885,1.1961538461538461,1.29819245082403,1.159692671394799,1.149636483807006,1.1761904761904762,1.1474261603375528,1.0233590733590734,0.897881828316611,0.7317708333333334,0.37573986116185604,0.46459330143540667,0.444517256443862,0.42653846153846153,0.4083466241360978,0.4581560283687943,0.4327164573694646,0.4601190476190476,0.46421940928270045,0.49594594594594593,0.5409141583054626,0.559375
0.0003,0.0,0.0,1.0,0,001|005,0,1.1484120766133072,1.163863638762662,14,6,14,19,0.30522920902903317,0.45155626778580854,0.8527459393627942,0.40750358236487955,0.3758268963545561,0.4769190430082381,0.0002674325369298458,0.030526315789473683,1.282133723054439,1.2296650717703348,1.1775010921799913,1.1903846153846154,1.2653375863902179,1.1819148936170212,1.2092531394580304,1.2336309523809523,1.2221097046413503,1.133976833976834,0.9335562987736901,0.9255208333333333,0.34676653270003654,0.4421850079744817,0.4399301004805592,0.4271153846153846,0.41446039340776186,0.4528368794326241,0.4265697290152016,0.45952380952380956,0.47054852320675106,0.4808880308880309,0.532329988851728,0.5255208333333333
0.0001,0.2,0.02,1.0,0,001|005,0,1.0635329283967587,1.0687139971394417,29,29,29,41,0.3644991793679415,0.4783809831017514,0.8648049978353083,0.5297030419763178,0.41673635685350746,0.4480686409818008,0.00028685753932222724,0.03121951219512195,1.2364632809645597,1.1127591706539075,1.0259938837920488,1.081923076923077,1.1830409356725147,1.1372340425531915,1.1726371447455386,1.1514880952380953,1.1881012658227847,1.0038610038610039,0.8036789297658863,0.725,0.3934234563390574,0.495933014354067,0.5013106159895151,0.47596153846153844,0.450026581605529,0.46394799054373526,0.4212161269001983,0.4720238095238095,0.46354430379746836,0.4888030888030888,0.5477146042363434,0.5666666666666667
0.0003,0.2,0.02,1.0,0,001|005,0,1.0962102315486384,1.1175575602119538,7,6,7,19,0.3246665548341642,0.46988262949303894,0.8412858742848038,0.5550957717932761,0.38092768917558717,0.46035818510921667,0.0004903828375972807,0.02526315789473684,1.233284618195104,1.19377990430622,1.1450415028396679,1.1171153846153845,1.2259968102073366,1.1988179669030732,1.2263714474553866,1.1830357142857144,1.2351054852320675,1.0891891891891892,0.882051282051282,0.7260416666666667,0.43167701863354035,0.47822966507177034,0.46797728265618177,0.46115384615384614,0.4287612971823498,0.43593380614657207,0.4150693985459352,0.4660714285714286,0.45054852320675104,0.48841698841698844,0.5486064659977703,0.5661458333333333
0.001,0.0,0.0,1.0,0,001|005,0,1.120136223418286,1.1461197462859412,3,3,3,13,0.31018038770995615,0.4620633529889308,0.8209933141246438,0.4906599430087954,0.1935424569156021,0.6274508572090417,0.00016150371811818331,0.021538461538461538,1.2822798684691268,1.239872408293461,1.1349934469200524,1.1223076923076922,1.2868155236576289,1.2150118203309692,1.249636483807006,1.2502976190476192,1.1744303797468354,1.0482625482625483,0.9236343366778149,0.8369791666666666,0.3838509316770186,0.44154704944178624,0.43975535168195723,0.4757692307692308,0.3984582668793195,0.43037825059101653,0.4204230006609385,0.44761904761904764,0.48421940928270046,0.5162162162162163,0.5549609810479376,0.5515625
0.001,0.0,0.0,1.0,0,001|005,1,1.1465026128508589,1.1641217971356208,4,3,4,17,0.3039532137788425,0.4483765558366142,0.8371748794242739,0.47080112669616936,0.13954135777545162,0.6976335216488223,0.00018287068814970553,0.024705882352941175,1.2199488491048593,1.2165071770334928,1.201310615989515,1.2123076923076923,1.2897926634768742,1.226595744680851,1.2729015201586253,1.2080357142857143,1.2621097046413503,1.0816602316602317,0.906911928651059,0.790625,0.41023017902813297,0.42822966507177035,0.4021843599825251,0.4405769230769231,0.4178096757044125,0.42458628841607565,0.37415730337078656,0.45952380952380956,0.43687763713080174,0.4947876447876448,0.533221850613155,0.5583333333333333
0.001,0.2,0.02,1.0,0,001|005,0,1.0619244668510246,1.1190276577107932,3,3,3,13,0.298710268339444,0.4670974708508355,0.7913765089772642,0.5291635538171977,0.19723871037131174,0.5941377986059524,0.00029588863253593445,0.02923076923076923,1.1614176105224698,1.2393939393939393,1.1404543468763653,1.1961538461538461,1.3236576289207869,1.1652482269503546,1.2258426966292135,1.2199404761904762,1.2417721518987341,1.0625482625482625,0.9018952062430323,0.8416666666666667,0.45717939349652903,0.46459330143540667,0.463215377894277,0.45153846153846156,0.3881446039340776,0.4690307328605201,0.4327164573694646,0.4538690476190476,0.4638818565400844,0.48764478764478764,0.5400222965440357,0.5333333333333333
