pid,k,variant,fit_on,set_mae,set_acc,n_val,n_support,n_functions_seen,n_fallback,mean_cell_rows,set_mae_tail,set_acc_tail,n_val_tail
004,5,driver_function_oracle,query (ORACLE),0.13761467889908258,0.8623853211009175,109,5,5,0,21.8,nan,nan,0
004,10,driver_function_oracle,query (ORACLE),0.14423076923076922,0.8557692307692307,104,10,5,0,20.8,nan,nan,0
004,20,driver_function_oracle,query (ORACLE),0.1595744680851064,0.8404255319148937,94,20,5,0,18.8,nan,nan,0
004,30,driver_function_oracle,query (ORACLE),0.15476190476190477,0.8452380952380952,84,30,5,0,16.8,nan,nan,0
004,40,driver_function_oracle,query (ORACLE),0.16216216216216217,0.8378378378378378,74,40,5,0,14.8,nan,nan,0
004,50,driver_function_oracle,query (ORACLE),0.171875,0.828125,64,50,5,0,12.8,nan,nan,0
004,60,driver_function_oracle,query (ORACLE),0.12962962962962962,0.8703703703703703,54,60,5,0,10.8,nan,nan,0
005,5,driver_function_oracle,query (ORACLE),0.24347826086956523,0.8521739130434782,115,5,5,0,23.0,nan,nan,0
005,10,driver_function_oracle,query (ORACLE),0.22727272727272727,0.8545454545454545,110,10,5,0,22.0,nan,nan,0
005,20,driver_function_oracle,query (ORACLE),0.22,0.86,100,20,5,0,20.0,nan,nan,0
005,30,driver_function_oracle,query (ORACLE),0.18888888888888888,0.8888888888888888,90,30,5,0,18.0,nan,nan,0
005,40,driver_function_oracle,query (ORACLE),0.175,0.9125,80,40,5,0,16.0,nan,nan,0
005,50,driver_function_oracle,query (ORACLE),0.07142857142857142,0.9428571428571428,70,50,5,0,14.0,nan,nan,0
005,60,driver_function_oracle,query (ORACLE),0.08333333333333333,0.9333333333333333,60,60,5,0,12.0,nan,nan,0
006,5,driver_function_oracle,query (ORACLE),0.27927927927927926,0.8288288288288288,111,5,5,0,22.2,nan,nan,0
006,10,driver_function_oracle,query (ORACLE),0.22641509433962265,0.8490566037735849,106,10,5,0,21.2,nan,nan,0
006,20,driver_function_oracle,query (ORACLE),0.125,0.8958333333333334,96,20,5,0,19.2,nan,nan,0
006,30,driver_function_oracle,query (ORACLE),0.09302325581395349,0.9302325581395349,86,30,5,0,17.2,nan,nan,0
006,40,driver_function_oracle,query (ORACLE),0.07894736842105263,0.9342105263157895,76,40,5,0,15.2,nan,nan,0
006,50,driver_function_oracle,query (ORACLE),0.09090909090909091,0.9242424242424242,66,50,5,0,13.2,nan,nan,0
006,60,driver_function_oracle,query (ORACLE),0.05357142857142857,0.9464285714285714,56,60,5,0,11.2,nan,nan,0
007,5,driver_function_oracle,query (ORACLE),0.35877862595419846,0.7175572519083969,131,5,5,0,26.2,nan,nan,0
007,10,driver_function_oracle,query (ORACLE),0.35714285714285715,0.7142857142857143,126,10,5,0,25.2,nan,nan,0
007,20,driver_function_oracle,query (ORACLE),0.3103448275862069,0.7327586206896551,116,20,5,0,23.2,nan,nan,0
007,30,driver_function_oracle,query (ORACLE),0.25471698113207547,0.7452830188679245,106,30,5,0,21.2,nan,nan,0
007,40,driver_function_oracle,query (ORACLE),0.22916666666666666,0.7708333333333334,96,40,5,0,19.2,nan,nan,0
007,50,driver_function_oracle,query (ORACLE),0.18604651162790697,0.813953488372093,86,50,5,0,17.2,nan,nan,0
007,60,driver_function_oracle,query (ORACLE),0.21052631578947367,0.7894736842105263,76,60,5,0,15.2,nan,nan,0
008,5,driver_function_oracle,query (ORACLE),0.4380165289256198,0.5619834710743802,121,5,5,0,24.2,nan,nan,0
008,10,driver_function_oracle,query (ORACLE),0.45689655172413796,0.5431034482758621,116,10,5,0,23.2,nan,nan,0
008,20,driver_function_oracle,query (ORACLE),0.42452830188679247,0.5754716981132075,106,20,5,0,21.2,nan,nan,0
008,30,driver_function_oracle,query (ORACLE),0.4583333333333333,0.5520833333333334,96,30,5,0,19.2,nan,nan,0
008,40,driver_function_oracle,query (ORACLE),0.46511627906976744,0.5465116279069767,86,40,5,0,17.2,nan,nan,0
008,50,driver_function_oracle,query (ORACLE),0.42105263157894735,0.618421052631579,76,50,5,0,15.2,nan,nan,0
008,60,driver_function_oracle,query (ORACLE),0.3939393939393939,0.6363636363636364,66,60,5,0,13.2,nan,nan,0
009,5,driver_function_oracle,query (ORACLE),0.08527131782945736,0.9147286821705426,129,5,5,0,25.8,nan,nan,0
009,10,driver_function_oracle,query (ORACLE),0.08870967741935484,0.9112903225806451,124,10,5,0,24.8,nan,nan,0
009,20,driver_function_oracle,query (ORACLE),0.08771929824561403,0.9122807017543859,114,20,5,0,22.8,nan,nan,0
009,30,driver_function_oracle,query (ORACLE),0.09615384615384616,0.9038461538461539,104,30,5,0,20.8,nan,nan,0
009,40,driver_function_oracle,query (ORACLE),0.10638297872340426,0.8936170212765957,94,40,5,0,18.8,nan,nan,0
009,50,driver_function_oracle,query (ORACLE),0.08333333333333333,0.9166666666666666,84,50,5,0,16.8,nan,nan,0
009,60,driver_function_oracle,query (ORACLE),0.05405405405405406,0.9459459459459459,74,60,5,0,14.8,nan,nan,0
010,5,driver_function_oracle,query (ORACLE),0.008130081300813009,0.991869918699187,123,5,5,0,24.6,nan,nan,0
010,10,driver_function_oracle,query (ORACLE),0.00847457627118644,0.9915254237288136,118,10,5,0,23.6,nan,nan,0
010,20,driver_function_oracle,query (ORACLE),0.009259259259259259,0.9907407407407407,108,20,5,0,21.6,nan,nan,0
010,30,driver_function_oracle,query (ORACLE),0.0,1.0,98,30,5,0,19.6,nan,nan,0
010,40,driver_function_oracle,query (ORACLE),0.0,1.0,88,40,5,0,17.6,nan,nan,0
010,50,driver_function_oracle,query (ORACLE),0.0,1.0,78,50,5,0,15.6,nan,nan,0
010,60,driver_function_oracle,query (ORACLE),0.0,1.0,68,60,5,0,13.6,nan,nan,0
011,5,driver_function_oracle,query (ORACLE),0.26126126126126126,0.8108108108108109,111,5,5,0,22.2,nan,nan,0
011,10,driver_function_oracle,query (ORACLE),0.24528301886792453,0.8113207547169812,106,10,5,0,21.2,nan,nan,0
011,20,driver_function_oracle,query (ORACLE),0.2708333333333333,0.7916666666666666,96,20,5,0,19.2,nan,nan,0
011,30,driver_function_oracle,query (ORACLE),0.2441860465116279,0.8023255813953488,86,30,5,0,17.2,nan,nan,0
011,40,driver_function_oracle,query (ORACLE),0.2631578947368421,0.7631578947368421,76,40,5,0,15.2,nan,nan,0
011,50,driver_function_oracle,query (ORACLE),0.2727272727272727,0.7575757575757576,66,50,5,0,13.2,nan,nan,0
011,60,driver_function_oracle,query (ORACLE),0.2857142857142857,0.75,56,60,5,0,11.2,nan,nan,0
012,5,driver_function_oracle,query (ORACLE),0.4864864864864865,0.6756756756756757,111,5,5,0,22.2,nan,nan,0
012,10,driver_function_oracle,query (ORACLE),0.41509433962264153,0.6981132075471698,106,10,5,0,21.2,nan,nan,0
012,20,driver_function_oracle,query (ORACLE),0.3958333333333333,0.7083333333333334,96,20,5,0,19.2,nan,nan,0
012,30,driver_function_oracle,query (ORACLE),0.3488372093023256,0.7558139534883721,86,30,5,0,17.2,nan,nan,0
012,40,driver_function_oracle,query (ORACLE),0.3026315789473684,0.7894736842105263,76,40,5,0,15.2,nan,nan,0
012,50,driver_function_oracle,query (ORACLE),0.2878787878787879,0.8181818181818182,66,50,5,0,13.2,nan,nan,0
012,60,driver_function_oracle,query (ORACLE),0.23214285714285715,0.8571428571428571,56,60,5,0,11.2,nan,nan,0
